Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (Â°C),Maximum Temperature (Â°C),Minimum Temperature (Â°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2021.0,10.0,4.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,5.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,7.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,10.0,10.6,8.4,10.4,10.4,,,,,
Choa Chu Kang (Central),2021.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,13.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,10.0,14.0,0.0,,,,,,,,
Choa Chu Kang (Central),2021.0,10.0,15.0,11.2,10.6,11.0,11.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,16.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,10.0,17.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,10.0,18.0,4.8,4.4,4.8,4.8,,,,,
Choa Chu Kang (Central),2021.0,10.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,20.0,15.2,8.2,10.4,10.6,,,,,
Choa Chu Kang (Central),2021.0,10.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,22.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,10.0,23.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,10.0,24.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,25.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,27.0,10.8,5.4,9.0,10.8,,,,,
Choa Chu Kang (Central),2021.0,10.0,28.0,31.2,24.6,31.0,31.2,,,,,
Choa Chu Kang (Central),2021.0,10.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,10.0,30.0,0.6,0.6,0.6,0.6,,,,,
Choa Chu Kang (Central),2021.0,10.0,31.0,35.2,21.0,24.6,25.8,,,,,
Choa Chu Kang (Central),2021.0,11.0,1.0,10.6,9.0,9.6,10.6,,,,,
Choa Chu Kang (Central),2021.0,11.0,2.0,41.0,29.2,32.2,37.6,,,,,
Choa Chu Kang (Central),2021.0,11.0,3.0,12.8,9.4,12.0,12.2,,,,,
Choa Chu Kang (Central),2021.0,11.0,4.0,5.0,2.2,2.6,2.6,,,,,
Choa Chu Kang (Central),2021.0,11.0,5.0,3.8,0.8,1.4,2.0,,,,,
Choa Chu Kang (Central),2021.0,11.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,11.0,7.0,2.2,0.8,1.4,2.2,,,,,
Choa Chu Kang (Central),2021.0,11.0,8.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,11.0,9.0,13.8,7.8,9.2,12.8,,,,,
Choa Chu Kang (Central),2021.0,11.0,10.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,11.0,11.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,11.0,12.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,11.0,13.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,11.0,14.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,11.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,11.0,16.0,1.2,1.2,1.2,1.2,,,,,
Choa Chu Kang (Central),2021.0,11.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,11.0,18.0,20.8,12.0,17.4,18.0,,,,,
Choa Chu Kang (Central),2021.0,11.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,11.0,20.0,2.2,1.0,1.4,1.8,,,,,
Choa Chu Kang (Central),2021.0,11.0,21.0,0.4,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2021.0,11.0,22.0,0.4,0.2,0.4,0.4,,,,,
Choa Chu Kang (Central),2021.0,11.0,23.0,15.8,14.0,14.4,14.8,,,,,
Choa Chu Kang (Central),2021.0,11.0,24.0,6.6,2.2,4.0,5.4,,,,,
Choa Chu Kang (Central),2021.0,11.0,25.0,0.4,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2021.0,11.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,11.0,27.0,43.8,42.0,43.0,43.2,,,,,
Choa Chu Kang (Central),2021.0,11.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,11.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,11.0,30.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,2.0,2.6,0.8,1.4,1.6,,,,,
Choa Chu Kang (Central),2021.0,12.0,3.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,4.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,5.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,7.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,10.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,12.0,11.0,15.2,,,,,,,,
Choa Chu Kang (Central),2021.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,13.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,14.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,15.0,1.2,1.0,1.2,1.2,,,,,
Choa Chu Kang (Central),2021.0,12.0,16.0,1.0,1.0,1.0,1.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,17.0,37.2,16.0,17.0,20.6,,,,,
Choa Chu Kang (Central),2021.0,12.0,18.0,11.4,10.0,10.4,10.4,,,,,
Choa Chu Kang (Central),2021.0,12.0,19.0,13.4,5.8,7.2,10.2,,,,,
Choa Chu Kang (Central),2021.0,12.0,20.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,24.0,27.2,18.6,23.4,25.4,,,,,
Choa Chu Kang (Central),2021.0,12.0,25.0,28.8,22.4,23.8,24.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,26.0,1.0,0.4,0.4,0.6,,,,,
Choa Chu Kang (Central),2021.0,12.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,12.0,29.0,2.4,1.2,1.4,1.4,,,,,
Choa Chu Kang (Central),2021.0,12.0,30.0,40.0,19.4,19.6,19.8,,,,,
Choa Chu Kang (Central),2021.0,12.0,31.0,31.2,8.4,15.2,23.4,,,,,
Choa Chu Kang (Central),2022.0,1.0,1.0,24.8,14.0,18.8,22.8,,,,,
Choa Chu Kang (Central),2022.0,1.0,2.0,31.4,4.8,7.8,10.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,3.0,1.2,0.8,1.0,1.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,4.0,9.4,4.8,6.4,9.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,5.0,9.4,9.4,9.4,9.4,,,,,
Choa Chu Kang (Central),2022.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,7.0,20.8,17.8,19.0,19.4,,,,,
Choa Chu Kang (Central),2022.0,1.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,10.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,11.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,13.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,14.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,16.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,17.0,1.0,1.0,1.0,1.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,19.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,1.0,20.0,9.4,6.4,7.0,8.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,24.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,25.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,1.0,30.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,1.0,31.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,2.0,5.0,4.6,5.0,5.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,3.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,4.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,5.0,2.2,1.6,1.6,1.6,,,,,
Choa Chu Kang (Central),2022.0,2.0,6.0,31.6,18.2,20.0,24.6,,,,,
Choa Chu Kang (Central),2022.0,2.0,7.0,2.2,1.2,1.6,2.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,8.0,1.0,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2022.0,2.0,9.0,26.6,13.4,22.0,24.8,,,,,
Choa Chu Kang (Central),2022.0,2.0,10.0,14.6,3.2,3.8,4.2,,,,,
Choa Chu Kang (Central),2022.0,2.0,11.0,3.4,3.4,3.4,3.4,,,,,
Choa Chu Kang (Central),2022.0,2.0,12.0,22.4,14.8,18.0,22.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,13.0,14.6,14.2,14.6,14.6,,,,,
Choa Chu Kang (Central),2022.0,2.0,14.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,2.0,15.0,2.8,2.6,2.8,2.8,,,,,
Choa Chu Kang (Central),2022.0,2.0,16.0,8.4,7.6,7.6,8.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,17.0,1.0,1.0,1.0,1.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,18.0,0.8,0.8,0.8,0.8,,,,,
Choa Chu Kang (Central),2022.0,2.0,19.0,1.8,1.8,1.8,1.8,,,,,
Choa Chu Kang (Central),2022.0,2.0,20.0,43.2,39.8,43.0,43.2,,,,,
Choa Chu Kang (Central),2022.0,2.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,24.0,17.4,4.8,7.0,11.4,,,,,
Choa Chu Kang (Central),2022.0,2.0,25.0,0.0,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,2.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,2.0,27.0,18.8,11.6,13.4,17.4,,,,,
Choa Chu Kang (Central),2022.0,2.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,1.0,3.6,2.2,2.2,2.2,,,,,
Choa Chu Kang (Central),2022.0,3.0,2.0,110.2,57.4,82.0,109.4,,,,,
Choa Chu Kang (Central),2022.0,3.0,3.0,8.2,5.8,5.8,6.8,,,,,
Choa Chu Kang (Central),2022.0,3.0,4.0,0.0,0.0,0.0,0.6,,,,,
Choa Chu Kang (Central),2022.0,3.0,5.0,1.4,1.4,1.4,1.4,,,,,
Choa Chu Kang (Central),2022.0,3.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,7.0,116.2,57.4,92.6,116.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,9.0,12.0,7.8,10.0,11.8,,,,,
Choa Chu Kang (Central),2022.0,3.0,10.0,5.2,4.2,4.4,5.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,11.0,2.2,1.8,1.8,2.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,12.0,19.8,9.8,10.0,19.8,,,,,
Choa Chu Kang (Central),2022.0,3.0,13.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,14.0,1.8,1.4,1.6,1.6,,,,,
Choa Chu Kang (Central),2022.0,3.0,15.0,5.8,2.0,3.0,3.4,,,,,
Choa Chu Kang (Central),2022.0,3.0,16.0,0.6,0.6,0.6,0.6,,,,,
Choa Chu Kang (Central),2022.0,3.0,17.0,1.4,1.2,1.2,1.2,,,,,
Choa Chu Kang (Central),2022.0,3.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,20.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,21.0,4.0,1.8,3.0,3.4,,,,,
Choa Chu Kang (Central),2022.0,3.0,22.0,2.8,2.4,2.8,2.8,,,,,
Choa Chu Kang (Central),2022.0,3.0,23.0,13.4,12.8,13.0,13.4,,,,,
Choa Chu Kang (Central),2022.0,3.0,24.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,3.0,25.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,26.0,1.6,1.6,1.6,1.6,,,,,
Choa Chu Kang (Central),2022.0,3.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,3.0,28.0,2.6,2.4,2.6,2.6,,,,,
Choa Chu Kang (Central),2022.0,3.0,29.0,25.2,14.0,23.4,25.2,,,,,
Choa Chu Kang (Central),2022.0,3.0,30.0,1.4,1.4,1.4,1.4,,,,,
Choa Chu Kang (Central),2022.0,3.0,31.0,5.6,5.4,5.6,5.6,,,,,
Choa Chu Kang (Central),2022.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,2.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,4.0,3.0,20.6,13.0,13.4,20.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,5.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,6.0,1.4,0.6,0.8,1.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,7.0,2.4,1.8,1.8,1.8,,,,,
Choa Chu Kang (Central),2022.0,4.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,9.0,2.8,2.8,2.8,2.8,,,,,
Choa Chu Kang (Central),2022.0,4.0,10.0,0.4,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,11.0,18.4,17.2,18.2,18.2,,,,,
Choa Chu Kang (Central),2022.0,4.0,12.0,11.8,11.8,11.8,11.8,,,,,
Choa Chu Kang (Central),2022.0,4.0,13.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,14.0,5.4,3.6,5.2,5.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,15.0,15.8,13.8,13.8,14.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,16.0,4.4,4.4,4.4,4.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,18.0,15.6,2.8,4.2,7.2,,,,,
Choa Chu Kang (Central),2022.0,4.0,19.0,4.8,4.2,4.4,4.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,20.0,3.2,1.6,3.2,3.2,,,,,
Choa Chu Kang (Central),2022.0,4.0,21.0,10.0,4.8,5.0,7.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,23.0,6.8,6.8,6.8,6.8,,,,,
Choa Chu Kang (Central),2022.0,4.0,24.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,25.0,18.4,9.8,12.0,12.2,,,,,
Choa Chu Kang (Central),2022.0,4.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,28.0,1.4,1.2,1.4,1.4,,,,,
Choa Chu Kang (Central),2022.0,4.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,4.0,30.0,13.4,13.4,13.4,13.4,,,,,
Choa Chu Kang (Central),2022.0,5.0,1.0,1.4,0.6,0.6,0.6,,,,,
Choa Chu Kang (Central),2022.0,5.0,2.0,3.0,2.4,2.6,2.8,,,,,
Choa Chu Kang (Central),2022.0,5.0,3.0,13.2,8.2,10.0,12.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,4.0,28.0,11.0,16.8,19.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,7.0,16.4,7.2,7.8,9.4,,,,,
Choa Chu Kang (Central),2022.0,5.0,8.0,0.6,0.2,0.4,0.4,,,,,
Choa Chu Kang (Central),2022.0,5.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,10.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,11.0,6.8,3.6,3.8,4.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,13.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,14.0,47.2,22.8,27.2,27.2,,,,,
Choa Chu Kang (Central),2022.0,5.0,15.0,1.6,1.6,1.6,1.6,,,,,
Choa Chu Kang (Central),2022.0,5.0,16.0,34.6,14.2,17.8,21.2,,,,,
Choa Chu Kang (Central),2022.0,5.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,19.0,22.2,8.6,11.8,13.8,,,,,
Choa Chu Kang (Central),2022.0,5.0,20.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,23.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,5.0,24.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,25.0,6.2,4.4,4.8,5.6,,,,,
Choa Chu Kang (Central),2022.0,5.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,30.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,5.0,31.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,3.0,0.8,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,4.0,55.0,23.0,40.2,54.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,5.0,9.2,9.0,9.0,9.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,7.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,8.0,2.8,2.4,2.6,2.6,,,,,
Choa Chu Kang (Central),2022.0,6.0,9.0,0.6,0.4,0.6,0.6,,,,,
Choa Chu Kang (Central),2022.0,6.0,10.0,1.6,1.6,1.6,1.6,,,,,
Choa Chu Kang (Central),2022.0,6.0,11.0,7.2,3.8,4.8,6.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,12.0,1.2,1.2,1.2,1.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,13.0,9.2,4.8,4.8,4.8,,,,,
Choa Chu Kang (Central),2022.0,6.0,14.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,15.0,0.8,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,16.0,5.8,2.6,3.2,4.8,,,,,
Choa Chu Kang (Central),2022.0,6.0,17.0,0.0,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,18.0,1.0,1.0,1.0,1.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,20.0,26.0,15.4,20.4,23.2,,,,,
Choa Chu Kang (Central),2022.0,6.0,21.0,48.0,30.2,45.0,48.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,23.0,3.2,2.4,2.4,2.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,24.0,29.6,26.2,29.2,29.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,25.0,6.0,4.4,4.8,4.8,,,,,
Choa Chu Kang (Central),2022.0,6.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,28.0,13.6,11.0,11.2,11.4,,,,,
Choa Chu Kang (Central),2022.0,6.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,6.0,30.0,2.4,1.2,1.2,1.8,,,,,
Choa Chu Kang (Central),2022.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,2.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,3.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,4.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,5.0,1.6,0.8,1.0,1.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,6.0,10.0,10.0,10.0,10.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,8.0,6.4,5.0,5.4,6.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,10.0,7.6,7.6,7.6,7.6,,,,,
Choa Chu Kang (Central),2022.0,7.0,11.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,13.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,14.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,16.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,20.0,27.8,18.4,20.6,21.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,22.0,1.2,0.8,1.0,1.2,,,,,
Choa Chu Kang (Central),2022.0,7.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,24.0,2.2,1.8,2.0,2.2,,,,,
Choa Chu Kang (Central),2022.0,7.0,25.0,18.4,16.6,16.8,16.8,,,,,
Choa Chu Kang (Central),2022.0,7.0,26.0,37.0,30.8,36.0,37.0,,,,,
Choa Chu Kang (Central),2022.0,7.0,27.0,0.0,0.0,0.0,0.0,,,,,
